RowNumber,CustomerId,Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalary,TenureAge,ScoreAge,tenure_age,tenure_salary,score_age,score_salary,newAge,newCreditScore,AgeScore,BalanceScore,SalaryScore,newEstimatedSalary,score_balance,age_balance,balance_salary,age_hascrcard,product_utilization_rate_by_year,product_utilization_rate_by_salary,countries_monthly_average_salaries,Germany,Spain,Female,Male
7744,15741643,Chiang,777,35,7,122917.69,1,1,1,76169.68,0,1.61373515,0.2,22.2,0.388888889,9.19E-05,43.16666667,0.010200909,28,9,4,8,4,6347.473333,158.1952252,3511.934,1.61373515,0.028571429,0.142857143,1.31E-05,1.339129395,TRUE,FALSE,FALSE,TRUE
7745,15806822,Myers,739,36,0,0,2,0,0,133465.57,0,0,0,20.52777778,0,0,38.89473684,0.005537009,36,9,4,3,7,11122.13083,0,0,0,0,2,1.50E-05,3.009234533,FALSE,FALSE,TRUE,FALSE
7746,15701166,Chinedum,660,40,5,131754.11,2,1,1,38761.61,0,3.399087654,0.125,16.5,0.217391304,0.000128994,28.69565217,0.017027157,35,6,5,8,2,3230.134167,199.6274394,3293.85275,3.399087654,0.025,0.4,5.16E-05,0.873954049,FALSE,FALSE,FALSE,TRUE
7747,15718531,Ukaegbunam,554,35,8,0,2,1,1,176779.46,0,0,0.228571429,15.82857143,0.444444444,4.53E-05,30.77777778,0.003133848,27,2,4,3,9,14731.62167,0,0,0,0.028571429,0.25,1.13E-05,3.985828373,FALSE,FALSE,TRUE,FALSE
7748,15628308,Akubundu,850,24,6,0,2,1,1,13159.9,0,0,0.25,35.41666667,0.857142857,0.000455931,121.4285714,0.064590156,18,10,1,3,1,1096.658333,0,0,0,0.041666667,0.333333333,0.000151977,0.296714917,FALSE,FALSE,TRUE,FALSE
7749,15585287,Sal,842,35,9,119948.09,1,1,0,48217.97,1,2.487622146,0.257142857,24.05714286,0.5,0.000186652,46.77777778,0.017462369,26,10,4,7,3,4018.164167,142.4561639,3427.088286,2.487622146,0.028571429,0.111111111,2.07E-05,0.847713959,TRUE,FALSE,TRUE,FALSE
7750,15781619,Stevenson,785,38,1,0,1,1,0,134964.85,1,0,0.026315789,20.65789474,0.047619048,7.41E-06,37.38095238,0.005816329,37,10,5,3,7,11247.07083,0,0,0,0.026315789,1,7.41E-06,3.043038645,FALSE,FALSE,TRUE,FALSE
7751,15805162,Sutherland,550,25,0,0,2,1,1,184221.11,0,0,0,22,0,0,68.75,0.002985543,25,2,1,3,10,15351.75917,0,0,0,0.04,2,1.09E-05,4.153614493,FALSE,FALSE,FALSE,TRUE
7752,15588535,Ts'ao,750,39,6,0,2,0,0,19264.33,0,0,0.153846154,19.23076923,0.272727273,0.000311456,34.09090909,0.038932057,33,9,5,3,1,1605.360833,0,0,0,0,0.333333333,0.000103819,0.71128083,FALSE,TRUE,TRUE,FALSE
7753,15775307,Sung,490,38,3,97266.1,1,1,1,92797.23,0,1.048157364,0.078947368,12.89473684,0.142857143,3.23E-05,23.33333333,0.00528033,35,1,5,6,5,7733.1025,198.5022449,2559.634211,1.048157364,0.026315789,0.333333333,1.08E-05,3.426274922,FALSE,TRUE,TRUE,FALSE
7754,15777616,Pisani,605,28,10,113690.83,1,1,0,33114.24,0,3.433291237,0.357142857,21.60714286,0.909090909,0.000301985,55,0.018270086,18,4,1,7,2,2759.52,187.9187273,4060.386786,3.433291237,0.035714286,0.1,3.02E-05,0.582177215,TRUE,FALSE,FALSE,TRUE
7755,15692291,Hs?eh,563,42,6,99056.22,2,1,0,154347.95,1,0.641772178,0.142857143,13.4047619,0.24,3.89E-05,22.52,0.003647603,36,2,6,6,8,12862.32917,175.9435524,2358.481429,0.641772178,0.023809524,0.333333333,1.30E-05,5.698860951,FALSE,TRUE,TRUE,FALSE
7756,15680843,Sherrod,675,34,8,0,2,1,1,184842.21,0,0,0.235294118,19.85294118,0.470588235,4.33E-05,39.70588235,0.003651763,26,6,3,3,10,15403.5175,0,0,0,0.029411765,0.25,1.08E-05,4.167618371,FALSE,FALSE,FALSE,TRUE
7757,15606232,Holloway,621,36,7,116338.68,1,1,1,155743.48,0,0.746989087,0.194444444,17.25,0.368421053,4.49E-05,32.68421053,0.003987326,29,4,4,7,8,12978.62333,187.3408696,3231.63,0.746989087,0.027777778,0.142857143,6.42E-06,5.750386944,FALSE,TRUE,TRUE,FALSE
7758,15641585,Newton,850,40,6,97339.99,1,0,1,88815.25,0,1.095982841,0.15,21.25,0.260869565,6.76E-05,36.95652174,0.009570429,34,10,5,6,5,7401.270833,114.5176353,2433.49975,1.095982841,0,0.166666667,1.13E-05,2.002508342,FALSE,FALSE,FALSE,TRUE
7759,15684358,Kang,711,41,3,0,2,1,1,193747.57,0,0,0.073170732,17.34146341,0.125,1.55E-05,29.625,0.003669723,38,8,6,3,10,16145.63083,0,0,0,0.024390244,0.666666667,1.03E-05,4.368406611,FALSE,FALSE,FALSE,TRUE
7760,15806389,Walton,549,55,1,137592.31,2,0,1,116548.02,1,1.180563256,0.018181818,9.981818182,0.026315789,8.58E-06,14.44736842,0.004710505,54,2,8,9,6,9712.335,250.6235155,2501.678364,1.180563256,0,2,1.72E-05,2.049015823,TRUE,FALSE,TRUE,FALSE
7761,15641860,Bradley,764,34,6,108760.27,2,1,0,166324.79,1,0.653902945,0.176470588,22.47058824,0.352941176,3.61E-05,44.94117647,0.004593422,28,9,3,6,9,13860.39917,142.3563743,3198.831471,0.653902945,0.029411765,0.333333333,1.20E-05,2.924134845,TRUE,FALSE,FALSE,TRUE
7762,15814237,Watkins,627,30,3,128770.88,2,1,1,40199.01,0,3.203334609,0.1,20.9,0.230769231,7.46E-05,48.23076923,0.015597399,27,4,2,8,2,3349.9175,205.3762041,4292.362667,3.203334609,0.033333333,0.666666667,4.98E-05,0.70673365,TRUE,FALSE,FALSE,TRUE
7763,15808780,Tien,850,34,2,0,2,0,0,51919.04,0,0,0.058823529,25,0.117647059,3.85E-05,50,0.016371643,32,10,3,3,3,4326.586667,0,0,0,0,1,3.85E-05,1.170613276,FALSE,FALSE,TRUE,FALSE
7764,15767064,Davide,614,36,1,44054.84,1,1,1,73329.08,0,0.600782664,0.027777778,17.05555556,0.052631579,1.36E-05,32.31578947,0.008373213,35,4,4,4,4,6110.756667,71.75055375,1223.745556,0.600782664,0.027777778,1,1.36E-05,2.707468616,FALSE,TRUE,TRUE,FALSE
7765,15751177,Milne,685,44,2,119657.53,1,1,0,145387.05,1,0.823027429,0.045454545,15.56818182,0.074074074,1.38E-05,25.37037037,0.004711561,42,7,7,7,8,12115.5875,174.6825255,2719.489318,0.823027429,0.022727273,0.5,6.88E-06,2.556031118,TRUE,FALSE,TRUE,FALSE
7766,15613427,Barling,683,49,7,108797.63,2,0,0,140763.18,0,0.772912561,0.142857143,13.93877551,0.21875,4.97E-05,21.34375,0.004852121,42,7,8,6,8,11730.265,159.2937482,2220.359796,0.772912561,0,0.285714286,1.42E-05,2.474739451,TRUE,FALSE,TRUE,FALSE
7767,15647259,Barnett,643,35,2,0,2,0,0,67979.35,0,0,0.057142857,18.37142857,0.111111111,2.94E-05,35.72222222,0.009458755,33,5,4,3,4,5664.945833,0,0,0,0,1,2.94E-05,2.509944986,FALSE,TRUE,FALSE,TRUE
7768,15748660,Ellis,561,49,1,102025.32,1,1,0,133051.64,1,0.766809939,0.020408163,11.44897959,0.03125,7.52E-06,17.53125,0.004216408,48,2,8,6,7,11087.63667,181.8633155,2082.149388,0.766809939,0.020408163,1,7.52E-06,2.339163854,TRUE,FALSE,TRUE,FALSE
7769,15726695,Hsia,601,20,9,122446.61,2,1,0,86791.9,0,1.410806884,0.45,30.05,3,0.000103696,200.3333333,0.006924609,11,4,1,8,5,7232.658333,203.7381198,6122.3305,1.410806884,0.05,0.222222222,2.30E-05,3.204545119,FALSE,TRUE,TRUE,FALSE
7770,15757473,Chukwujamuike,766,27,7,158786.67,2,0,1,47579.25,0,3.337309226,0.259259259,28.37037037,0.7,0.000147123,76.6,0.016099455,20,9,1,10,3,3964.9375,207.2933029,5880.987778,3.337309226,0,0.285714286,4.20E-05,1.072764475,FALSE,FALSE,TRUE,FALSE
7771,15809509,Venables,699,29,3,125689.29,1,1,1,151623.71,0,0.828955379,0.103448276,24.10344828,0.25,1.98E-05,58.25,0.004610097,26,7,2,8,8,12635.30917,179.8130043,4334.113448,0.828955379,0.034482759,0.333333333,6.60E-06,3.418644255,FALSE,FALSE,FALSE,TRUE
7772,15715512,Hsia,850,29,1,154640.41,1,1,1,164039.51,0,0.942702219,0.034482759,29.31034483,0.083333333,6.10E-06,70.83333333,0.005181678,28,10,2,10,9,13669.95917,181.9298941,5332.427931,0.942702219,0.034482759,1,6.10E-06,2.88395763,TRUE,FALSE,FALSE,TRUE
7773,15614168,Alexander,792,50,4,146710.76,1,1,0,16528.4,1,8.876283246,0.08,15.84,0.121212121,0.000242008,24,0.047917524,46,10,8,9,1,1377.366667,185.2408586,2934.2152,8.876283246,0.02,0.25,6.05E-05,0.290583685,TRUE,FALSE,TRUE,FALSE
7775,15609928,Johnston,850,43,5,129305.09,2,0,1,19244.58,0,6.719039335,0.11627907,19.76744186,0.192307692,0.000259813,32.69230769,0.04416828,38,10,6,8,1,1603.715,152.1236353,3007.095116,6.719039335,0,0.4,0.000103925,0.338336498,TRUE,FALSE,FALSE,TRUE
7776,15731246,Hobler,628,40,10,0,2,1,0,103832.58,0,0,0.25,15.7,0.434782609,9.63E-05,27.30434783,0.006048198,30,5,5,3,6,8652.715,0,0,0,0.025,0.2,1.93E-05,3.83372397,FALSE,TRUE,FALSE,TRUE
7778,15638730,Macleod,711,21,0,82844.33,2,0,1,1408.68,0,58.80990005,0,33.85714286,0,0,177.75,0.50472783,21,8,1,5,1,117.39,116.518045,3944.968095,58.80990005,0,2,0.001419769,0.031761364,FALSE,FALSE,TRUE,FALSE
7779,15697034,Norris,583,22,2,0,2,0,1,5985.36,0,0,0.090909091,26.5,0.4,0.000334149,116.6,0.097404333,20,3,1,3,1,498.78,0,0,0,0,1,0.000334149,0.220992468,FALSE,TRUE,TRUE,FALSE
7780,15699225,Pirozzi,757,46,0,0,2,1,0,37460.05,0,0,0,16.45652174,0,0,26.10344828,0.020208195,46,9,7,3,2,3121.670833,0,0,0,0.02173913,2,5.34E-05,0.844607909,FALSE,FALSE,FALSE,TRUE
7781,15677387,Folliero,749,33,10,76692.22,1,0,1,30396.43,0,2.523066689,0.303030303,22.6969697,0.625,0.000328986,46.8125,0.024641052,23,9,3,5,2,2533.035833,102.3928171,2324.006667,2.523066689,0,0.1,3.29E-05,0.534395745,TRUE,FALSE,TRUE,FALSE
7782,15759184,Russell,705,34,7,117715.84,1,1,0,2498.67,0,47.11139926,0.205882353,20.73529412,0.411764706,0.00280149,41.47058824,0.282150104,27,8,3,7,1,208.2225,166.9728227,3462.230588,47.11139926,0.029411765,0.142857143,0.000400213,0.056337256,FALSE,FALSE,FALSE,TRUE
7783,15595991,Hsiung,585,54,8,87105.32,1,1,1,55346.14,0,1.573828274,0.148148148,10.83333333,0.216216216,0.000144545,15.81081081,0.010569843,46,3,8,5,3,4612.178333,148.8979829,1613.061481,1.573828274,0.018518519,0.125,1.81E-05,1.247883748,FALSE,FALSE,FALSE,TRUE
7784,15681332,Tate,437,43,6,0,1,1,0,148330.97,1,0,0.139534884,10.1627907,0.230769231,4.05E-05,16.80769231,0.002946114,37,1,6,3,8,12360.91417,0,0,0,0.023255814,0.166666667,6.74E-06,3.344403184,FALSE,FALSE,TRUE,FALSE
7786,15750547,Bair,738,26,9,0,2,1,1,48644.94,0,0,0.346153846,28.38461538,1,0.000185014,82,0.015171157,17,9,1,3,3,4053.745,0,0,0,0.038461538,0.222222222,4.11E-05,1.096792478,FALSE,FALSE,FALSE,TRUE
7787,15566380,Drury,586,33,10,66948.67,2,1,1,140759.03,0,0.475626111,0.303030303,17.75757576,0.625,7.10E-05,36.625,0.004163143,23,3,3,4,8,11729.91917,114.2468771,2028.747576,0.475626111,0.03030303,0.2,1.42E-05,5.197128563,FALSE,TRUE,TRUE,FALSE
7788,15675963,Padovano,627,57,9,0,2,1,1,107712.42,0,0,0.157894737,11,0.225,8.36E-05,15.675,0.005821056,48,4,8,3,6,8976.035,0,0,0,0.01754386,0.222222222,1.86E-05,2.428580898,FALSE,FALSE,TRUE,FALSE
7790,15621466,Waters,606,38,3,99897.53,1,0,0,37054.65,0,2.69595125,0.078947368,15.94736842,0.142857143,8.10E-05,28.85714286,0.016354223,35,4,5,6,2,3087.8875,164.8474092,2628.882368,2.69595125,0,0.333333333,2.70E-05,0.651453059,TRUE,FALSE,FALSE,TRUE
7791,15607176,Kang,674,22,3,0,1,1,1,173940.59,0,0,0.136363636,30.63636364,0.6,1.72E-05,134.8,0.003874886,19,6,1,3,9,14495.04917,0,0,0,0.045454545,0.333333333,5.75E-06,3.921820662,FALSE,FALSE,FALSE,TRUE
7792,15570299,Martin,584,31,6,152622.34,1,1,0,99298.8,0,1.53700085,0.193548387,18.83870968,0.428571429,6.04E-05,41.71428571,0.005881239,25,3,2,10,5,8274.9,261.3396233,4923.30129,1.53700085,0.032258065,0.166666667,1.01E-05,1.745759494,TRUE,FALSE,TRUE,FALSE
7793,15613197,Ugochukwutubelum,590,40,8,0,2,1,0,62933.03,0,0,0.2,14.75,0.347826087,0.000127119,25.65217391,0.009375045,32,3,5,3,4,5244.419167,0,0,0,0.025,0.25,3.18E-05,1.41894458,FALSE,FALSE,FALSE,TRUE
7794,15798885,Burns,585,56,4,138227.19,2,1,1,55287.84,0,2.500137282,0.071428571,10.44642857,0.102564103,7.23E-05,15,0.010580989,52,3,8,9,3,4607.32,236.2857949,2468.342679,2.500137282,0.017857143,0.5,3.62E-05,1.246569264,FALSE,FALSE,FALSE,TRUE
7795,15714883,Genovese,508,25,2,111395.53,1,0,1,48197.06,0,2.311251558,0.08,20.32,0.25,4.15E-05,63.5,0.010540062,23,1,1,7,3,4016.421667,219.2825394,4455.8212,2.311251558,0,0.5,2.07E-05,1.086694174,FALSE,FALSE,TRUE,FALSE
7796,15604497,Beale,458,44,7,84386.57,1,1,0,178642.73,0,0.472376178,0.159090909,10.40909091,0.259259259,3.92E-05,16.96296296,0.002563776,37,1,7,5,9,14886.89417,184.2501528,1917.876591,0.472376178,0.022727273,0.142857143,5.60E-06,3.140694972,TRUE,FALSE,FALSE,TRUE
7797,15773949,Cherkasova,692,36,3,0,2,1,1,8282.22,0,0,0.083333333,19.22222222,0.157894737,0.000362222,36.42105263,0.083552477,33,7,4,3,1,690.185,0,0,0,0.027777778,0.666666667,0.000241481,0.186738366,FALSE,FALSE,TRUE,FALSE
7798,15774164,Coles,502,33,5,174673.65,2,1,0,33300.56,0,5.245366745,0.151515152,15.21212121,0.3125,0.000150148,31.375,0.015074822,28,1,3,10,2,2775.046667,347.9554781,5293.140909,5.245366745,0.03030303,0.4,6.01E-05,0.585452883,TRUE,FALSE,FALSE,TRUE
7799,15774127,Potter,518,46,3,0,2,1,0,76515.79,0,0,0.065217391,11.26086957,0.103448276,3.92E-05,17.86206897,0.006769844,43,1,7,3,4,6376.315833,0,0,0,0.02173913,0.666666667,2.61E-05,1.725193678,FALSE,FALSE,FALSE,TRUE
7800,15619016,McMinn,660,46,5,109019.65,2,1,1,33680.56,0,3.236871655,0.108695652,14.34782609,0.172413793,0.000148454,22.75862069,0.019595874,41,6,7,6,2,2806.713333,165.1812879,2369.992391,3.236871655,0.02173913,0.4,5.94E-05,0.592133615,TRUE,FALSE,FALSE,TRUE
7801,15795759,Bergamaschi,698,52,1,107906.75,1,1,0,168886.39,1,0.638931,0.019230769,13.42307692,0.028571429,5.92E-06,19.94285714,0.004132956,51,7,8,6,9,14073.86583,154.5941977,2075.129808,0.638931,0.019230769,1,5.92E-06,2.969170007,TRUE,FALSE,TRUE,FALSE
7802,15798844,Chijindum,678,54,7,128914.97,1,0,0,191746.23,1,0.672320754,0.12962963,12.55555556,0.189189189,3.65E-05,18.32432432,0.003535923,47,6,8,8,10,15978.8525,190.1400737,2387.314259,0.672320754,0,0.142857143,5.22E-06,4.323282603,FALSE,FALSE,FALSE,TRUE
7804,15691504,Yusupova,619,52,8,124099.13,1,0,0,23904.52,0,5.191450404,0.153846154,11.90384615,0.228571429,0.000334665,17.68571429,0.025894684,44,4,8,8,2,1992.043333,200.4832472,2386.521731,5.191450404,0,0.125,4.18E-05,0.420262307,TRUE,FALSE,TRUE,FALSE
7805,15693893,Davis,684,59,9,122471.09,1,0,1,15807.07,0,7.747867884,0.152542373,11.59322034,0.214285714,0.000569365,16.28571429,0.043271776,50,7,8,8,1,1317.255833,179.0513012,2075.781186,7.747867884,0,0.111111111,6.33E-05,0.277902075,TRUE,FALSE,FALSE,TRUE
7806,15672499,Iadanza,635,34,3,134692.4,2,1,1,83773.02,0,1.607825527,0.088235294,18.67647059,0.176470588,3.58E-05,37.35294118,0.007580006,31,5,3,9,5,6981.085,212.1140157,3961.541176,1.607825527,0.029411765,0.666666667,2.39E-05,1.888821699,FALSE,FALSE,FALSE,TRUE
7807,15750410,Jordan,680,25,4,123816.5,1,1,1,90162.35,0,1.373261677,0.16,27.2,0.5,4.44E-05,85,0.007541951,21,7,1,8,5,7513.529167,182.0830882,4952.66,1.373261677,0.04,0.25,1.11E-05,2.032881268,FALSE,FALSE,TRUE,FALSE
7808,15568904,Kruglova,608,34,3,106288.54,1,1,1,36639.25,0,2.900947481,0.088235294,17.88235294,0.176470588,8.19E-05,35.76470588,0.016594226,31,4,3,6,2,3053.270833,174.8166776,3126.133529,2.900947481,0.029411765,0.333333333,2.73E-05,0.644149965,TRUE,FALSE,FALSE,TRUE
7809,15649033,Echezonachukwu,603,55,7,127723.25,2,1,0,139469.11,1,0.915781638,0.127272727,10.96363636,0.184210526,5.02E-05,15.86842105,0.004323538,48,4,8,8,7,11622.42583,211.8130182,2322.240909,0.915781638,0.018181818,0.285714286,1.43E-05,2.451988572,TRUE,FALSE,TRUE,FALSE
7810,15780989,Hajek,579,43,2,145843.82,1,1,1,198402.37,1,0.735091118,0.046511628,13.46511628,0.076923077,1.01E-05,22.26923077,0.002918312,41,3,6,9,10,16533.53083,251.8891537,3391.716744,0.735091118,0.023255814,0.5,5.04E-06,7.325445651,FALSE,TRUE,FALSE,TRUE
7811,15771059,Welch,756,34,2,148200.72,1,0,0,194584.48,0,0.761626621,0.058823529,22.23529412,0.117647059,1.03E-05,44.47058824,0.003885202,32,9,3,9,10,16215.37333,196.0326984,4358.844706,0.761626621,0,0.5,5.14E-06,3.420964838,TRUE,FALSE,TRUE,FALSE
7812,15687852,Vinogradoff,611,30,2,104145.65,1,0,0,159629.64,0,0.652420503,0.066666667,20.36666667,0.153846154,1.25E-05,47,0.00382761,28,4,2,6,8,13302.47,170.4511457,3471.521667,0.652420503,0,0.5,6.26E-06,3.599153139,FALSE,FALSE,FALSE,TRUE
7813,15695280,Hung,532,24,8,142755.25,1,0,0,34231.48,0,4.170291498,0.333333333,22.16666667,1.142857143,0.000233703,76,0.01554125,16,2,1,9,2,2852.623333,268.3369361,5948.135417,4.170291498,0,0.125,2.92E-05,0.601819269,TRUE,FALSE,FALSE,TRUE
7815,15598338,Mays,647,33,3,168560.46,2,0,0,90270.16,0,1.867288814,0.090909091,19.60606061,0.1875,3.32E-05,40.4375,0.007167374,30,5,3,10,5,7522.513333,260.5262133,5107.892727,1.867288814,0,0.666666667,2.22E-05,1.587028129,TRUE,FALSE,TRUE,FALSE
7816,15735784,Gardner,583,38,8,0,1,1,0,47848.56,0,0,0.210526316,15.34210526,0.380952381,0.000167194,27.76190476,0.012184275,30,3,5,3,3,3987.38,0,0,0,0.026315789,0.125,2.09E-05,1.07883658,FALSE,FALSE,FALSE,TRUE
7817,15629128,Mamelu,774,42,2,132193.94,2,1,1,162865.52,0,0.811675424,0.047619048,18.42857143,0.08,1.23E-05,30.96,0.004752387,40,9,6,8,9,13572.12667,170.7932041,3147.474762,0.811675424,0.023809524,1,1.23E-05,2.863317862,TRUE,FALSE,FALSE,TRUE
7818,15642870,Ross,677,58,9,0,1,0,1,168650.4,0,0,0.155172414,11.67241379,0.219512195,5.34E-05,16.51219512,0.004014221,49,6,8,3,9,14054.2,0,0,0,0,0.111111111,5.93E-06,3.80254329,FALSE,FALSE,FALSE,TRUE
7819,15637977,Barese,542,25,8,139330.1,1,0,0,54372.37,0,2.562516587,0.32,21.68,1,0.000147134,67.75,0.009968298,17,2,1,9,3,4531.030833,257.0666052,5573.204,2.562516587,0,0.125,1.84E-05,0.955913678,TRUE,FALSE,FALSE,TRUE
7820,15600792,Swayne,613,29,0,0,2,0,1,133897.32,0,0,0,21.13793103,0,0,51.08333333,0.004578135,29,4,2,3,7,11158.11,0,0,0,0,2,1.49E-05,4.943779353,FALSE,TRUE,FALSE,TRUE
7821,15576131,Phillips,666,40,5,0,2,1,0,147878.05,0,0,0.125,16.65,0.217391304,3.38E-05,28.95652174,0.004503711,35,6,5,3,8,12323.17083,0,0,0,0.025,0.4,1.35E-05,3.334191243,FALSE,FALSE,FALSE,TRUE
7822,15686588,Manfrin,777,28,2,134571.5,1,0,1,118313.38,0,1.137415734,0.071428571,27.75,0.181818182,1.69E-05,70.63636364,0.006567305,26,9,1,9,6,9859.448333,173.1936937,4806.125,1.137415734,0,0.5,8.45E-06,2.667599657,FALSE,FALSE,TRUE,FALSE
7823,15761018,Tan,581,50,2,143829.2,2,1,0,181224.24,1,0.793653211,0.04,11.62,0.060606061,1.10E-05,17.60606061,0.003205973,48,3,8,9,10,15102.02,247.5545611,2876.584,0.793653211,0.02,1,1.10E-05,3.186080169,TRUE,FALSE,FALSE,TRUE
7824,15616029,Adams,705,32,7,0,2,1,0,7921.57,0,0,0.21875,22.03125,0.466666667,0.000883663,47,0.088997509,25,8,2,3,1,660.1308333,0,0,0,0.03125,0.285714286,0.000252475,0.178606827,FALSE,FALSE,FALSE,TRUE
7825,15761149,Teng,673,44,8,133444.97,1,0,1,5708.19,0,23.37780803,0.181818182,15.29545455,0.296296296,0.001401495,24.92592593,0.117900771,36,6,7,8,1,475.6825,198.2837593,3032.840227,23.37780803,0,0.125,0.000175187,0.128701975,FALSE,FALSE,TRUE,FALSE
7826,15802758,Chinwendu,594,23,4,104753.84,2,1,0,56756.52,1,1.845670594,0.173913043,25.82608696,0.666666667,7.05E-05,99,0.010465758,19,3,1,6,3,4729.71,176.353266,4554.514783,1.845670594,0.043478261,0.5,3.52E-05,0.997829114,TRUE,FALSE,TRUE,FALSE
7827,15647838,Davison,648,51,2,116574.84,1,1,0,4121.04,1,28.28772349,0.039215686,12.70588235,0.058823529,0.000485314,19.05882353,0.157241861,49,5,8,7,1,343.42,179.8994444,2285.781176,28.28772349,0.019607843,0.5,0.000242657,0.072451477,TRUE,FALSE,TRUE,FALSE
7828,15735968,Hsing,605,41,10,0,2,0,1,97213.09,0,0,0.243902439,14.75609756,0.416666667,0.000102867,25.20833333,0.006223442,31,4,6,3,5,8101.090833,0,0,0,0,0.2,2.06E-05,2.19185358,FALSE,FALSE,FALSE,TRUE
7829,15581286,Castro,734,40,9,176914.8,1,1,1,12799.23,0,13.82230025,0.225,18.35,0.391304348,0.000703167,31.91304348,0.0573472,31,8,5,10,1,1066.6025,241.0283379,4422.87,13.82230025,0.025,0.111111111,7.81E-05,0.288582927,FALSE,FALSE,TRUE,FALSE
7830,15625445,Parkin,572,36,8,68348.18,2,0,1,50400.32,0,1.356106072,0.222222222,15.88888889,0.421052632,0.000158729,30.10526316,0.011349134,28,3,4,4,3,4200.026667,119.4898252,1898.560556,1.356106072,0,0.25,3.97E-05,1.136370851,FALSE,FALSE,TRUE,FALSE
7831,15600173,Manna,595,33,9,0,2,1,1,41447.86,0,0,0.272727273,18.03030303,0.5625,0.00021714,37.1875,0.014355385,24,3,3,3,3,3453.988333,0,0,0,0.03030303,0.222222222,4.83E-05,0.934520653,FALSE,FALSE,TRUE,FALSE
7832,15635143,Fennescey,749,42,2,56726.83,2,0,1,185543.35,0,0.305733566,0.047619048,17.83333333,0.08,1.08E-05,29.96,0.004036792,40,9,6,4,10,15461.94583,75.73675567,1350.63881,0.305733566,0,1,1.08E-05,4.183426903,FALSE,FALSE,FALSE,TRUE
7833,15664849,Colon,573,46,3,65269.23,1,0,1,189988.65,1,0.343542785,0.065217391,12.45652174,0.103448276,1.58E-05,19.75862069,0.00301597,43,3,7,4,10,15832.3875,113.9079058,1418.896304,0.343542785,0,0.333333333,5.26E-06,7.014792867,FALSE,TRUE,FALSE,TRUE
7834,15762455,Yeh,624,33,6,66220.17,1,0,1,170819.01,0,0.387662767,0.181818182,18.90909091,0.375,3.51E-05,39,0.003652989,27,4,3,4,9,14234.9175,106.1220673,2006.671818,0.387662767,0,0.166666667,5.85E-06,6.307008197,FALSE,TRUE,FALSE,TRUE
7835,15797165,Bergamaschi,703,56,9,0,1,0,0,85547.33,1,0,0.160714286,12.55357143,0.230769231,0.000105205,18.02564103,0.008217673,47,7,8,3,5,7128.944167,0,0,0,0,0.111111111,1.17E-05,1.928826885,FALSE,FALSE,FALSE,TRUE
7836,15788189,Matveyeva,665,41,8,96147.55,1,1,0,137037.97,0,0.70161248,0.195121951,16.2195122,0.333333333,5.84E-05,27.70833333,0.00485267,33,6,6,5,7,11419.83083,144.582782,2345.062195,0.70161248,0.024390244,0.125,7.30E-06,3.08978107,FALSE,FALSE,TRUE,FALSE
7837,15780492,Ignatyeva,648,42,4,0,2,1,0,19283.14,0,0,0.095238095,15.42857143,0.16,0.000207435,25.92,0.033604486,38,5,6,3,1,1606.928333,0,0,0,0.023809524,0.5,0.000103718,0.434774982,FALSE,FALSE,FALSE,TRUE
7838,15678497,Lederer,850,48,2,0,1,1,0,169425.3,1,0,0.041666667,17.70833333,0.064516129,1.18E-05,27.41935484,0.00501696,46,10,7,3,9,14118.775,0,0,0,0.020833333,0.5,5.90E-06,6.255549402,FALSE,TRUE,FALSE,TRUE
7839,15588560,Nwabugwu,569,32,8,145330.43,1,1,1,132038.65,0,1.100665828,0.25,17.78125,0.533333333,6.06E-05,37.93333333,0.004309344,24,3,2,9,7,11003.22083,255.413761,4541.575938,1.100665828,0.03125,0.125,7.57E-06,2.321354606,TRUE,FALSE,TRUE,FALSE
7840,15606003,Abramowitz,566,21,3,0,2,1,1,3626.47,0,0,0.142857143,26.95238095,0.75,0.000827251,141.5,0.15607464,18,2,1,3,1,302.2058333,0,0,0,0.047619048,0.666666667,0.0005515,0.081765648,FALSE,FALSE,TRUE,FALSE
7841,15611756,Chapman,537,47,4,124192.28,2,1,1,50881.51,0,2.440813569,0.085106383,11.42553191,0.133333333,7.86E-05,17.9,0.010553932,43,2,7,8,3,4240.125833,231.27054,2642.388936,2.440813569,0.021276596,0.5,3.93E-05,0.894541315,TRUE,FALSE,TRUE,FALSE
7842,15789563,Fiorentino,706,46,7,111288.18,1,1,1,149170.25,1,0.746048089,0.152173913,15.34782609,0.24137931,4.69E-05,24.34482759,0.004732847,39,8,7,7,8,12430.85417,157.631983,2419.308261,0.746048089,0.02173913,0.142857143,6.70E-06,2.622543073,TRUE,FALSE,TRUE,FALSE
7843,15702416,Cecil,734,43,7,107805.67,1,0,0,182505.68,0,0.590697616,0.162790698,17.06976744,0.269230769,3.84E-05,28.23076923,0.004021793,36,8,6,6,10,15208.80667,146.8742098,2507.108605,0.590697616,0,0.142857143,5.48E-06,4.114936869,FALSE,FALSE,FALSE,TRUE
